0.083	0.14	0.108	340
0.086	0.13	0.1	360
0.172	0.24	0.106	270
0.154	0.11	0.101	290
0.16	0.25	0.105	240
0.075	0.14	0.102	290
0.175	0.25	0.108	260
0.079	0.24	0.103	40
0.171	0.23	0.103	260
0.084	0.21	0.103	70
0.164	0.1	0.102	210
0.089	0.23	0.103	50
0.073	0.15	0.1	240
0.084	0.14	0.101	290
0.145	0.1	0.102	330
0.172	0.1	0.1	180
0.077	0.23	0.107	50
0.175	0.23	0.109	280
0.176	0.23	0.103	270
0.178	0.24	0.108	280
0.056	0.22	0.105	40
0.07	0.23	0.104	40
0.086	0.16	0.105	220
0.163	0.25	0.108	250
0.075	0.22	0.101	50
0.086	0.14	0.105	310
0.091	0.14	0.103	300
0.164	0.25	0.107	250
0.068	0.23	0.105	40
0.14	0.12	0.105	510
0.05	0.22	0.1	20
0.084	0.14	0.1	310
0.161	0.23	0.107	260
0.08	0.22	0.103	50
0.165	0.09	0.104	210
0.071	0.23	0.102	40
0.149	0.09	0.105	310
0.096	0.14	0.108	320
0.063	0.21	0.103	60
0.084	0.13	0.106	390
0.167	0.24	0.107	260
0.157	0.23	0.108	260
0.082	0.22	0.104	60
0.084	0.14	0.106	290
0.168	0.24	0.102	250
0.073	0.22	0.105	60
0.098	0.14	0.104	300
0.186	0.24	0.107	290
0.179	0.25	0.101	250
0.053	0.15	0.103	230
0.084	0.15	0.101	250
0.066	0.22	0.101	40
0.147	0.08	0.107	330
0.054	0.24	0.105	30
0.159	0.1	0.108	330
0.167	0.23	0.103	260
0.083	0.13	0.107	400
0.068	0.23	0.1	30
0.154	0.11	0.103	310
0.174	0.24	0.106	270
0.058	0.23	0.103	30
0.155	0.09	0.104	270
0.16	0.25	0.108	240
0.179	0.25	0.103	250
0.085	0.24	0.108	50
0.19	0.24	0.105	290
0.161	0.11	0.108	320
0.078	0.23	0.106	50
0.054	0.24	0.101	20
0.092	0.14	0.105	350
0.149	0.12	0.108	460
0.076	0.13	0.109	390
0.077	0.24	0.106	40
0.076	0.14	0.103	350
0.075	0.24	0.105	40
0.074	0.24	0.108	40
0.145	0.11	0.1	340
0.17	0.26	0.106	240
0.163	0.24	0.107	250
0.154	0.23	0.104	260
0.08	0.13	0.101	390
0.172	0.11	0.101	220
0.087	0.21	0.105	70
0.066	0.14	0.104	290
0.068	0.15	0.108	270
0.144	0.12	0.109	550
0.148	0.12	0.105	410
0.111	0.13	0.103	450
0.101	0.15	0.106	300
0.079	0.13	0.1	370
0.182	0.24	0.101	270
0.173	0.23	0.109	280
0.079	0.12	0.101	440
0.164	0.24	0.108	260
0.143	0.1	0.102	350
0.085	0.14	0.102	280
0.083	0.22	0.107	60
0.179	0.24	0.107	270
0.103	0.14	0.102	340
0.079	0.13	0.1	370
0.142	0.1	0.102	350
0.084	0.24	0.102	40
0.145	0.12	0.106	480
0.181	0.23	0.106	280
0.097	0.14	0.101	310
0.082	0.22	0.104	60
0.068	0.16	0.101	190
0.183	0.26	0.1	240
0.091	0.13	0.107	420
0.165	0.25	0.102	240
0.167	0.24	0.107	260
0.143	0.1	0.105	390
0.107	0.13	0.109	470
0.17	0.23	0.106	270
0.082	0.23	0.1	40
0.07	0.23	0.108	50
0.095	0.14	0.104	320
0.084	0.14	0.105	300
0.093	0.15	0.107	280
0.157	0.12	0.109	420
0.077	0.22	0.105	50
0.074	0.23	0.107	50
0.075	0.14	0.107	360
0.09	0.23	0.109	60
0.089	0.15	0.105	270
0.138	0.11	0.103	450
0.068	0.22	0.1	40
0.164	0.23	0.102	260
0.092	0.14	0.105	290
0.082	0.15	0.101	240
0.078	0.13	0.103	390
0.138	0.1	0.107	470
0.072	0.23	0.103	40
0.149	0.11	0.108	410
0.083	0.13	0.103	380
0.074	0.24	0.1	40
0.094	0.14	0.108	370
0.102	0.17	0.104	180
0.091	0.13	0.107	450
0.166	0.1	0.102	190
0.077	0.22	0.107	60
0.087	0.23	0.101	50
0.164	0.25	0.1	230
0.168	0.23	0.101	260
0.083	0.23	0.105	50
0.09	0.14	0.107	340
0.159	0.24	0.103	250
0.167	0.25	0.101	240
0.078	0.22	0.109	70
0.057	0.23	0.106	30
0.172	0.26	0.1	220
0.183	0.25	0.105	260
0.083	0.14	0.109	340
0.087	0.15	0.107	290
0.083	0.15	0.108	280
0.069	0.23	0.101	30
0.085	0.13	0.101	380
0.092	0.16	0.107	240
0.061	0.23	0.108	40
0.153	0.12	0.1	340
0.084	0.14	0.107	370
0.184	0.24	0.106	280
0.144	0.1	0.105	360
0.068	0.23	0.104	40
0.098	0.13	0.108	450
0.073	0.14	0.101	300
0.08	0.24	0.106	40
0.102	0.15	0.107	290
0.143	0.1	0.1	320
0.086	0.16	0.108	230
0.092	0.13	0.107	400
0.065	0.24	0.105	30
0.162	0.11	0.108	360
0.189	0.24	0.104	280
0.059	0.23	0.101	30
0.084	0.15	0.108	270
0.167	0.09	0.108	240
0.105	0.13	0.106	470
0.163	0.21	0.108	280
0.095	0.15	0.105	300
0.083	0.13	0.109	400
0.173	0.23	0.104	270
0.078	0.22	0.102	50
0.075	0.23	0.108	60
0.092	0.12	0.104	490
0.156	0.1	0.104	290
0.073	0.23	0.102	50
0.178	0.24	0.1	260
0.092	0.13	0.105	400
0.087	0.23	0.102	50
0.07	0.22	0.104	60
0.166	0.24	0.109	260
0.169	0.12	0.104	320
0.088	0.23	0.107	50
0.077	0.23	0.105	50
0.076	0.13	0.109	410
0.169	0.24	0.107	260
0.092	0.14	0.109	380
0.164	0.11	0.102	240
0.065	0.22	0.108	50
0.084	0.14	0.103	280
0.077	0.22	0.104	50
0.152	0.12	0.1	340
0.087	0.17	0.105	170
0.165	0.11	0.1	230
0.158	0.25	0.102	240
0.161	0.22	0.109	280
0.076	0.14	0.107	370
0.102	0.12	0.1	440
0.173	0.25	0.108	250
0.166	0.24	0.102	260
0.082	0.23	0.109	60
0.089	0.12	0.103	440
0.084	0.15	0.106	290
0.068	0.23	0.105	40
0.075	0.12	0.106	460
0.153	0.12	0.104	360
0.078	0.14	0.101	290
0.159	0.11	0.107	350
0.167	0.09	0.105	210
0.177	0.24	0.1	250
0.164	0.11	0.108	360
0.091	0.13	0.106	430
0.128	0.14	0.109	510
0.067	0.23	0.103	30
0.064	0.21	0.104	60
0.072	0.22	0.107	60
0.074	0.24	0.105	40
0.148	0.1	0.107	340
0.076	0.23	0.105	50
0.102	0.14	0.104	320
0.163	0.1	0.106	260
0.062	0.14	0.101	270
0.15	0.12	0.1	350
0.191	0.24	0.102	290
0.161	0.11	0.109	340
0.175	0.23	0.106	270
0.105	0.13	0.105	420
0.094	0.14	0.101	280
0.081	0.22	0.104	60
0.102	0.15	0.105	260
0.153	0.1	0.101	270
0.062	0.24	0.109	40
0.078	0.22	0.1	50
0.062	0.23	0.105	40
0.052	0.22	0.101	10
0.161	0.09	0.107	250
0.146	0.11	0.109	430
0.071	0.23	0.107	50
0.064	0.23	0.105	40
0.081	0.24	0.105	50
0.078	0.14	0.108	320
0.145	0.1	0.107	400
0.086	0.14	0.107	380
0.16	0.24	0.101	250
0.16	0.1	0.105	290
0.075	0.13	0.108	400
0.101	0.13	0.107	420
0.075	0.14	0.107	320
0.151	0.24	0.103	250
0.155	0.25	0.107	240
0.078	0.25	0.107	30
0.162	0.1	0.105	250
0.091	0.14	0.104	300
0.171	0.24	0.102	250
0.096	0.14	0.107	390
0.083	0.14	0.105	300
0.074	0.15	0.107	260
0.097	0.16	0.105	230
0.171	0.25	0.103	250
0.086	0.14	0.101	290
0.08	0.24	0.106	40
0.08	0.14	0.108	330
0.094	0.14	0.101	280
0.071	0.22	0.103	50
0.09	0.12	0.104	460
0.176	0.25	0.105	260
0.053	0.22	0.106	40
0.078	0.12	0.105	500
0.075	0.23	0.102	50
0.079	0.23	0.103	50
0.151	0.12	0.101	400
0.146	0.1	0.107	390
0.086	0.15	0.1	220
0.154	0.11	0.105	340
0.16	0.11	0.108	340
0.077	0.22	0.107	60
0.097	0.14	0.107	310
0.166	0.13	0.109	420
0.177	0.1	0.105	190
0.084	0.15	0.107	250
0.069	0.24	0.106	40
0.143	0.23	0.102	250
0.081	0.13	0.102	400
0.085	0.23	0.1	50
0.144	0.1	0.109	400
0.17	0.24	0.102	260
0.079	0.22	0.102	50
0.096	0.14	0.102	330
0.097	0.14	0.109	360
0.09	0.13	0.108	460
0.084	0.14	0.102	320
0.157	0.24	0.103	250
0.06	0.23	0.1	30
0.158	0.23	0.102	260
0.067	0.24	0.104	30
0.163	0.24	0.107	260
0.18	0.22	0.109	290
0.144	0.1	0.109	400
0.073	0.23	0.107	50
0.06	0.24	0.108	40
0.065	0.23	0.1	30
0.143	0.11	0.107	440
0.158	0.11	0.108	370
0.1	0.13	0.103	380
0.086	0.13	0.105	390
0.175	0.25	0.104	250
0.15	0.1	0.1	280
0.092	0.23	0.108	60
0.168	0.11	0.109	290
0.147	0.1	0.107	380
0.095	0.14	0.104	330
0.069	0.23	0.101	40
0.174	0.25	0.108	270
0.165	0.11	0.109	360
0.085	0.14	0.107	340
0.079	0.23	0.106	50
0.097	0.13	0.106	390
0.097	0.14	0.105	380
0.169	0.12	0.101	260
0.091	0.15	0.102	260
0.088	0.15	0.102	260
0.142	0.11	0.106	450
0.099	0.14	0.105	320
0.079	0.23	0.107	50
0.168	0.24	0.108	260
0.091	0.14	0.108	350
0.109	0.14	0.109	440
0.073	0.25	0.102	20
0.079	0.15	0.105	250
0.155	0.1	0.104	280
0.184	0.22	0.104	290
0.153	0.11	0.101	300
0.112	0.13	0.107	470
0.055	0.22	0.101	20
0.074	0.23	0.104	40
0.148	0.13	0.109	510
0.076	0.23	0.104	50
0.061	0.22	0.109	50
0.166	0.23	0.102	260
0.099	0.13	0.101	350
0.076	0.15	0.101	250
0.067	0.15	0.108	270
0.073	0.21	0.107	70
0.06	0.16	0.105	190
0.097	0.13	0.104	430
0.154	0.11	0.104	350
0.148	0.1	0.102	320
0.072	0.13	0.102	400
0.094	0.16	0.109	240
0.093	0.14	0.102	310
0.186	0.23	0.107	290
0.182	0.25	0.105	270
0.106	0.13	0.105	410
0.055	0.23	0.1	20
0.078	0.22	0.102	50
0.101	0.14	0.101	300
0.087	0.14	0.106	310
0.163	0.27	0.102	220
0.154	0.12	0.107	410
0.083	0.23	0.105	50
0.095	0.13	0.106	440
0.101	0.13	0.101	400
0.141	0.11	0.103	420
0.142	0.1	0.101	320
0.102	0.14	0.106	320
0.106	0.13	0.104	430
0.069	0.14	0.107	350
0.077	0.14	0.101	310
0.096	0.14	0.106	370
0.092	0.14	0.105	370
0.168	0.25	0.101	240
0.084	0.15	0.102	230
0.08	0.23	0.107	50
0.083	0.13	0.109	400
0.08	0.13	0.104	370
0.053	0.23	0.105	30
0.073	0.23	0.101	40
0.091	0.13	0.105	390
0.071	0.24	0.107	40
0.077	0.15	0.104	280
0.157	0.24	0.103	250
0.088	0.15	0.105	280
0.094	0.14	0.109	340
0.04	0.21	0.108	40
0.16	0.1	0.104	270
0.162	0.11	0.104	320
0.181	0.24	0.105	270
0.1	0.14	0.104	340
0.057	0.22	0.101	30
0.17	0.1	0.109	250
0.174	0.23	0.109	280
0.187	0.24	0.103	280
0.094	0.12	0.104	510
0.078	0.14	0.105	330
0.154	0.12	0.107	420
0.09	0.13	0.103	390
0.07	0.23	0.109	50
0.143	0.09	0.105	350
0.082	0.22	0.102	50
0.111	0.15	0.106	360
0.145	0.25	0.104	240
0.083	0.13	0.104	380
0.157	0.24	0.101	240
0.183	0.25	0.102	260
0.095	0.14	0.108	380
0.144	0.1	0.108	400
0.184	0.23	0.109	300
0.074	0.22	0.109	70
0.161	0.12	0.109	420
0.144	0.11	0.109	490
0.151	0.11	0.108	370
0.184	0.25	0.108	280
0.089	0.15	0.108	290
0.079	0.15	0.104	270
0.1	0.12	0.104	460
0.072	0.23	0.109	50
0.178	0.24	0.104	270
0.089	0.13	0.1	390
0.167	0.25	0.107	240
0.177	0.11	0.102	180
0.165	0.25	0.108	250
0.06	0.23	0.106	40
0.162	0.23	0.105	260
0.141	0.11	0.103	390
0.062	0.24	0.102	20
0.074	0.15	0.102	220
0.073	0.13	0.106	390
0.154	0.12	0.101	370
0.072	0.24	0.107	40
0.141	0.12	0.102	410
0.16	0.11	0.105	310
0.076	0.15	0.103	270
0.092	0.14	0.105	300
0.16	0.12	0.103	340
0.145	0.12	0.104	420
0.175	0.24	0.101	260
0.064	0.23	0.109	40
0.071	0.14	0.104	300
0.176	0.23	0.105	270
0.106	0.13	0.101	420
0.104	0.15	0.105	290
0.067	0.21	0.108	70
0.17	0.23	0.103	260
0.185	0.22	0.107	300
0.156	0.11	0.109	370
0.076	0.13	0.102	400
0.175	0.25	0.101	250
0.063	0.23	0.102	30
0.088	0.21	0.1	60
0.145	0.13	0.102	470
0.093	0.12	0.1	420
0.157	0.25	0.107	250
0.065	0.23	0.105	40
0.165	0.11	0.101	230
0.073	0.22	0.105	50
0.155	0.1	0.102	280
0.174	0.24	0.108	270
0.153	0.08	0.106	280
0.157	0.1	0.102	280
0.074	0.24	0.102	40
0.086	0.14	0.107	370
0.164	0.11	0.103	280
0.169	0.23	0.105	260
0.092	0.15	0.106	260
0.07	0.22	0.1	50
0.063	0.22	0.107	40
0.07	0.24	0.103	40
0.182	0.24	0.108	280
0.181	0.24	0.108	280
0.13	0.1	0.104	490
0.066	0.13	0.107	400
0.152	0.11	0.108	410
0.091	0.12	0.101	450
0.073	0.21	0.106	80
0.183	0.1	0.106	150
0.157	0.12	0.108	400
0.186	0.26	0.104	260
0.178	0.26	0.107	250
0.163	0.24	0.1	250
0.082	0.24	0.108	40
0.139	0.25	0.102	220
0.168	0.23	0.107	270
0.169	0.24	0.101	250
0.185	0.24	0.108	290
0.161	0.23	0.1	260
0.151	0.1	0.103	300
0.142	0.1	0.103	350
0.069	0.14	0.1	250
0.178	0.24	0.104	270
0.162	0.23	0.104	260
0.083	0.13	0.107	440
0.098	0.12	0.109	560
0.076	0.22	0.105	60
0.089	0.14	0.108	330
0.149	0.11	0.109	410
0.056	0.22	0.105	40
0.075	0.13	0.101	350
0.158	0.24	0.102	250
0.092	0.14	0.102	310
0.175	0.24	0.108	270
0.105	0.17	0.105	200
0.094	0.16	0.1	160
0.071	0.15	0.108	250
0.152	0.11	0.109	410
0.089	0.13	0.1	370
0.072	0.21	0.109	90
0.11	0.15	0.109	370
0.177	0.24	0.103	270
0.096	0.12	0.107	480
0.165	0.26	0.103	230
0.102	0.14	0.1	300
0.096	0.14	0.109	390
0.149	0.23	0.103	260
0.07	0.14	0.107	330
0.076	0.23	0.103	40
0.147	0.12	0.1	370
0.092	0.13	0.101	400
0.16	0.24	0.102	250
0.108	0.14	0.109	450
0.072	0.23	0.101	40
0.084	0.14	0.102	280
0.168	0.23	0.109	270
0.143	0.12	0.101	410
0.096	0.13	0.1	380
0.088	0.14	0.1	260
0.081	0.22	0.104	60
0.08	0.15	0.1	240
0.106	0.14	0.101	300
0.076	0.24	0.108	50
0.165	0.24	0.102	250
0.103	0.14	0.105	350
0.164	0.25	0.106	240
0.098	0.15	0.107	280
0.088	0.23	0.102	50
0.161	0.12	0.107	370
0.108	0.12	0.1	450
0.089	0.14	0.1	290
0.148	0.12	0.107	440
0.069	0.13	0.109	420
0.162	0.09	0.108	260
0.165	0.11	0.102	230
0.073	0.21	0.108	70
0.078	0.13	0.106	390
0.077	0.21	0.105	70
0.173	0.25	0.108	260
0.165	0.11	0.104	280
0.061	0.24	0.102	30
0.164	0.23	0.104	260
0.163	0.24	0.1	240
0.162	0.11	0.108	330
0.088	0.14	0.102	290
0.107	0.13	0.108	450
0.084	0.14	0.102	280
0.082	0.14	0.106	300
0.08	0.22	0.107	60
0.179	0.25	0.107	270
0.083	0.12	0.1	450
0.082	0.22	0.1	50
0.06	0.22	0.1	30
0.17	0.09	0.106	210
0.17	0.24	0.104	250
0.171	0.25	0.103	250
0.19	0.24	0.109	310
0.087	0.2	0.105	80
0.107	0.13	0.109	470
0.152	0.12	0.106	400
0.094	0.15	0.108	290
0.162	0.23	0.106	260
0.072	0.15	0.104	240
0.083	0.16	0.101	210
0.168	0.1	0.106	230
0.152	0.09	0.107	300
0.106	0.14	0.102	320
0.094	0.13	0.103	360
0.072	0.23	0.106	50
0.092	0.22	0.102	60
0.151	0.12	0.107	450
0.161	0.11	0.102	280
0.155	0.1	0.1	250
0.084	0.23	0.109	50
0.175	0.26	0.1	230
0.141	0.12	0.107	520
0.142	0.23	0.106	260
0.082	0.14	0.102	280
0.14	0.12	0.103	490
0.066	0.24	0.104	30
0.07	0.21	0.107	70
0.088	0.13	0.1	380
0.076	0.14	0.109	310
0.093	0.14	0.108	390
0.091	0.15	0.1	230
0.171	0.24	0.107	260
0.089	0.13	0.103	360
0.159	0.1	0.102	240
0.072	0.23	0.109	50
0.086	0.14	0.101	280
0.066	0.15	0.106	280
0.148	0.12	0.1	370
0.088	0.14	0.1	280
0.165	0.22	0.109	280
0.165	0.11	0.1	240
0.094	0.14	0.101	270
0.085	0.13	0.108	390
0.171	0.23	0.101	260
0.096	0.13	0.107	410
0.159	0.25	0.109	250
0.099	0.14	0.106	380
0.083	0.23	0.108	60
0.08	0.14	0.1	260
0.072	0.16	0.103	220
0.163	0.11	0.104	270
0.064	0.22	0.107	60
0.095	0.15	0.105	290
0.153	0.1	0.101	270
0.079	0.13	0.103	370
0.075	0.24	0.106	40
0.071	0.23	0.108	50
0.068	0.22	0.106	50
0.094	0.14	0.104	300
0.095	0.16	0.108	260
0.184	0.25	0.108	280
0.091	0.16	0.106	200
0.163	0.11	0.103	280
0.185	0.24	0.107	290
0.07	0.13	0.106	410
0.066	0.23	0.102	40
0.067	0.22	0.104	50
0.071	0.23	0.103	40
0.072	0.14	0.109	370
0.102	0.15	0.101	240
0.149	0.09	0.1	270
0.074	0.22	0.1	50
0.148	0.13	0.104	470
0.055	0.22	0.107	40
0.065	0.24	0.101	30
0.141	0.1	0.104	380
0.084	0.14	0.103	340
0.154	0.23	0.1	250
0.071	0.23	0.103	40
0.178	0.14	0.107	350
0.072	0.15	0.101	240
0.055	0.24	0.109	30
0.095	0.13	0.106	410
0.084	0.13	0.104	430
0.167	0.23	0.108	270
0.2	0.24	0.108	350
0.082	0.14	0.104	340
0.161	0.1	0.1	230
0.158	0.11	0.108	350
0.097	0.14	0.107	320
0.081	0.23	0.107	50
0.069	0.14	0.101	270
0.155	0.12	0.107	420
0.095	0.13	0.106	400
0.146	0.1	0.103	310
0.092	0.12	0.108	560
0.171	0.09	0.106	200
0.163	0.25	0.101	240
0.109	0.12	0.108	560
0.081	0.15	0.106	280
0.111	0.13	0.104	440
0.177	0.24	0.104	270
0.102	0.14	0.103	310
0.077	0.22	0.109	70
0.072	0.23	0.106	50
0.091	0.14	0.107	310
0.1	0.14	0.108	390
0.17	0.11	0.109	280
0.076	0.22	0.105	60
0.132	0.07	0.106	440
0.084	0.14	0.106	290
0.163	0.24	0.104	260
0.147	0.1	0.107	340
0.159	0.09	0.107	270
0.09	0.12	0.109	570
0.059	0.25	0.102	10
0.094	0.13	0.1	340
0.074	0.22	0.102	60
0.079	0.23	0.102	50
0.157	0.11	0.101	310
0.145	0.11	0.104	380
0.092	0.16	0.104	200
0.165	0.09	0.105	220
0.086	0.14	0.106	360
0.154	0.1	0.1	270
0.071	0.22	0.108	60
0.168	0.25	0.108	250
0.094	0.13	0.104	380
0.163	0.22	0.104	270
0.163	0.1	0.104	270
0.085	0.15	0.1	220
0.15	0.09	0.109	330
0.085	0.15	0.108	300
0.073	0.23	0.1	40
0.076	0.22	0.108	60
0.086	0.11	0.102	570
0.09	0.22	0.103	60
0.075	0.22	0.108	60
0.165	0.24	0.107	260
0.083	0.15	0.101	260
0.156	0.11	0.103	330
0.062	0.22	0.101	30
0.153	0.1	0.1	260
0.167	0.25	0.102	240
0.074	0.14	0.102	270
0.147	0.12	0.107	450
0.068	0.21	0.106	70
0.092	0.21	0.107	80
0.085	0.13	0.106	390
0.143	0.11	0.107	460
0.167	0.25	0.105	240
0.163	0.11	0.106	300
0.081	0.23	0.102	40
0.106	0.14	0.1	290
0.077	0.21	0.107	70
0.092	0.13	0.109	410
0.075	0.14	0.101	320
0.161	0.1	0.107	280
0.148	0.1	0.102	320
0.07	0.21	0.105	70
0.166	0.23	0.1	260
0.078	0.23	0.106	50
0.162	0.23	0.106	260
0.165	0.25	0.1	240
0.084	0.14	0.105	290
0.072	0.23	0.104	50
0.098	0.15	0.107	290
0.147	0.1	0.105	360
0.145	0.11	0.108	440
0.084	0.24	0.104	40
0.082	0.14	0.105	300
0.163	0.11	0.105	310
0.084	0.22	0.105	60
0.102	0.14	0.106	330
0.158	0.09	0.108	270
0.067	0.21	0.106	70
0.095	0.24	0.104	50
0.093	0.14	0.101	320
0.076	0.22	0.102	50
0.157	0.11	0.101	310
0.065	0.22	0.102	40
0.143	0.11	0.103	410
0.083	0.16	0.109	230
0.093	0.14	0.107	380
0.157	0.1	0.1	260
0.091	0.13	0.108	400
0.081	0.14	0.103	280
0.174	0.25	0.101	230
0.157	0.12	0.106	410
0.102	0.15	0.104	290
0.064	0.22	0.109	50
0.177	0.25	0.108	270
0.144	0.09	0.105	340
0.18	0.25	0.106	270
0.07	0.23	0.108	50
0.083	0.21	0.105	70
0.087	0.15	0.103	270
0.089	0.14	0.106	310
0.092	0.14	0.107	390
0.167	0.24	0.101	250
0.089	0.16	0.101	210
0.062	0.24	0.101	20
0.077	0.24	0.107	50
0.07	0.23	0.104	40
0.076	0.22	0.108	60
0.181	0.24	0.101	260
0.094	0.14	0.107	340
0.081	0.13	0.107	390
0.089	0.15	0.1	250
0.102	0.13	0.1	380
0.18	0.25	0.102	250
0.092	0.15	0.107	260
0.076	0.14	0.106	300
0.073	0.14	0.109	330
0.148	0.1	0.105	330
0.086	0.15	0.109	260
0.083	0.15	0.102	270
0.075	0.23	0.109	50
0.093	0.14	0.109	340
0.087	0.13	0.106	400
0.185	0.25	0.109	290
0.081	0.14	0.101	280
0.159	0.24	0.106	260
0.062	0.21	0.106	60
0.159	0.25	0.107	250
0.174	0.25	0.103	250
0.173	0.23	0.103	270
0.174	0.25	0.105	250
0.103	0.15	0.105	280
0.092	0.23	0.107	50
0.065	0.22	0.109	60
0.066	0.21	0.104	60
0.072	0.15	0.103	250
0.097	0.14	0.102	290
0.09	0.14	0.1	310
0.174	0.25	0.1	240
0.072	0.23	0.101	40
0.07	0.23	0.1	30
0.085	0.15	0.102	230
0.089	0.13	0.108	410
0.161	0.11	0.101	260
0.079	0.24	0.1	40
0.084	0.15	0.108	290
0.151	0.24	0.102	250
0.168	0.13	0.1	320
0.121	0.16	0.102	300
0.173	0.24	0.108	270
0.073	0.24	0.104	40
0.165	0.24	0.107	260
0.169	0.23	0.107	260
0.066	0.23	0.108	50
0.149	0.1	0.102	310
0.101	0.12	0.106	480
0.152	0.23	0.1	250
0.08	0.22	0.105	60
0.096	0.15	0.104	260
0.102	0.14	0.101	320
0.186	0.24	0.1	280
0.153	0.09	0.104	280
0.078	0.25	0.106	40
0.157	0.12	0.105	370
0.073	0.21	0.109	70
0.17	0.25	0.108	250
0.09	0.15	0.103	250
0.103	0.23	0.106	80
0.153	0.24	0.105	250
0.086	0.13	0.106	400
0.094	0.13	0.104	380
0.097	0.13	0.109	460
0.076	0.14	0.106	310
0.15	0.11	0.105	360
0.089	0.13	0.109	450
0.158	0.23	0.1	260
0.088	0.15	0.101	250
0.104	0.14	0.108	400
0.09	0.14	0.109	340
0.056	0.23	0.102	30
0.085	0.22	0.105	60
0.082	0.15	0.103	260
0.086	0.14	0.109	380
0.161	0.12	0.1	280
0.084	0.15	0.1	250
0.101	0.15	0.107	310
0.106	0.14	0.101	290
0.094	0.14	0.104	320
0.159	0.11	0.106	350
0.187	0.24	0.106	290
0.146	0.12	0.104	460
0.097	0.14	0.106	390
0.189	0.26	0.109	290
0.159	0.1	0.106	290
0.089	0.13	0.109	450
0.107	0.16	0.102	240
0.074	0.13	0.107	380
0.083	0.15	0.107	290
0.111	0.12	0.106	620
0.062	0.23	0.108	40
0.079	0.15	0.1	240
0.088	0.16	0.101	190
0.161	0.09	0.104	240
0.096	0.15	0.101	270
0.16	0.23	0.109	270
0.18	0.24	0.102	270
0.065	0.24	0.105	30
0.16	0.25	0.102	240
0.156	0.12	0.101	330
0.085	0.13	0.109	390
0.091	0.14	0.103	300
0.089	0.16	0.104	210
0.09	0.15	0.102	250
0.095	0.14	0.1	290
0.161	0.11	0.104	290
0.163	0.09	0.103	220
0.103	0.14	0.102	300
0.167	0.13	0.102	330
0.179	0.25	0.103	250
0.106	0.15	0.106	330
0.097	0.14	0.104	300
0.085	0.13	0.109	420
0.089	0.12	0.1	400
0.171	0.12	0.102	280
0.16	0.11	0.1	260
0.077	0.23	0.109	50
0.159	0.25	0.109	250
0.152	0.11	0.106	340
0.147	0.11	0.101	340
0.075	0.22	0.106	60
0.177	0.22	0.105	280
0.073	0.12	0.1	400
0.072	0.23	0.1	40
0.099	0.12	0.105	520
0.172	0.26	0.109	250
0.076	0.14	0.104	290
0.091	0.13	0.108	420
0.165	0.12	0.109	380
0.166	0.24	0.104	250
0.082	0.22	0.107	60
0.075	0.23	0.108	50
0.082	0.22	0.107	70
0.156	0.12	0.108	450
0.094	0.13	0.104	440
0.156	0.12	0.103	390
0.067	0.21	0.108	70
0.052	0.24	0.107	20
0.15	0.11	0.105	370
0.064	0.15	0.109	280
0.152	0.1	0.1	270
0.174	0.13	0.108	360
0.066	0.12	0.101	430
0.086	0.14	0.106	370
0.073	0.15	0.101	240
0.093	0.14	0.109	370
0.051	0.23	0.105	30
0.161	0.12	0.107	380
0.096	0.13	0.102	400
